"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"HCAC","Hennessy Capital Acquisition Corp. II","9.84","$245.51M","2015","Finance","Business Services","http://www.nasdaq.com/symbol/hcac",
"HCACU","Hennessy Capital Acquisition Corp. II","9.93","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/hcacu",
"HCACW","Hennessy Capital Acquisition Corp. II","0.29","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/hcacw",
"HSIC","Henry Schein, Inc.","168.54","$13.81B","1995","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/hsic",
"HERO","Hercules Offshore, Inc.","2.01","$40.18M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/hero",
"HTBK","Heritage Commerce Corp","10.34","$332.14M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/htbk",
"HFWA","Heritage Financial Corporation","17.67","$529.49M","n/a","Finance","Banks","http://www.nasdaq.com/symbol/hfwa",
"HEOP","Heritage Oaks Bancorp","8.11","$277.08M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/heop",
"HCCI","Heritage-Crystal Clean, Inc.","10.57","$235.89M","2008","Basic Industries","Miscellaneous","http://www.nasdaq.com/symbol/hcci",
"MLHR","Herman Miller, Inc.","30.1","$1.8B","n/a","Consumer Durables","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/mlhr",
"HRTX","Heron Therapeutics, Inc.  ","22.18","$803.62M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/hrtx",
"HSKA","Heska Corporation","35.86","$237.4M","1997","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/hska",
"HFFC","HF Financial Corp.","19.96","$140.87M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hffc",
"HIBB","Hibbett Sports, Inc.","35.74","$815.87M","1996","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/hibb",
"HPJ","Highpower International Inc","1.85","$27.94M","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/hpj",
"HIHO","Highway Holdings Limited","4.42","$16.8M","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/hiho",
"HIMX","Himax Technologies, Inc.","10.11","$1.74B","2006","Technology","Semiconductors","http://www.nasdaq.com/symbol/himx",
"HIFS","Hingham Institution for Savings","126.43","$269.14M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hifs",
"HSGX","Histogenics Corporation","2.25","$29.87M","2014","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/hsgx",
"HMNF","HMN Financial, Inc.","12.255","$54.98M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hmnf",
"HMSY","HMS Holdings Corp","16.28","$1.37B","1992","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/hmsy",
"HOLI","Hollysys Automation Technologies, Ltd.","17.83","$1.05B","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/holi",
"HOLX","Hologic, Inc.","34.26","$9.55B","1990","Health Care","Medical Electronics","http://www.nasdaq.com/symbol/holx",
"HBCP","Home Bancorp, Inc.","28.23","$204.85M","n/a","Finance","Banks","http://www.nasdaq.com/symbol/hbcp",
"HOMB","Home BancShares, Inc.","42.7","$3B","2006","Finance","Major Banks","http://www.nasdaq.com/symbol/homb",
"HFBL","Home Federal Bancorp, Inc. of Louisiana","22.28","$44.64M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hfbl",
"HMST","HomeStreet, Inc.","21.24","$521.45M","2012","Finance","Major Banks","http://www.nasdaq.com/symbol/hmst",
"HTBI","HomeTrust Bancshares, Inc.","18.41","$338.09M","2012","Finance","Savings Institutions","http://www.nasdaq.com/symbol/htbi",
"CETC","Hongli Clean Energy Technologies Corp.","0.4599","$11.02M","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/cetc",
"HOFT","Hooker Furniture Corporation","24.86","$286.77M","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/hoft",
"HFBC","HopFed Bancorp, Inc.","11.2401","$76.91M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hfbc",
"HBNC","Horizon Bancorp (IN)","24.62","$293.96M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hbnc",
"HZNP","Horizon Pharma plc","15.23","$2.44B","2011","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/hznp",
"HRZN","Horizon Technology Finance Corporation","11.39","$131.43M","2010","n/a","n/a","http://www.nasdaq.com/symbol/hrzn",
"HDP","Hortonworks, Inc.","12.43","$703.73M","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/hdp",
"HMHC","Houghton Mifflin Harcourt Company","20.02","$2.47B","2013","Consumer Services","Books","http://www.nasdaq.com/symbol/hmhc",
"HWCC","Houston Wire & Cable Company","7.04","$117M","2006","Consumer Non-Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/hwcc",
"HOVNP","Hovnanian Enterprises Inc","2.65","$13.25M","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/hovnp",
"HBMD","Howard Bancorp, Inc.","12.5601","$87.48M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hbmd",
"HSNI","HSN, Inc.","53","$2.77B","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/hsni",
"HTGM","HTG Molecular Diagnostics, Inc.","2.58","$18M","2015","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/htgm",
"HUBG","Hub Group, Inc.","38.84","$1.35B","1996","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/hubg",
"HSON","Hudson Global, Inc.","2.63","$90.07M","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/hson",
"HDSN","Hudson Technologies, Inc.","3.53","$115.96M","n/a","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/hdsn",
"HBAN","Huntington Bancshares Incorporated","10.01","$7.97B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hban",
"HBANO","Huntington Bancshares Incorporated","25.9499","$20.67B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hbano",
"HBANP","Huntington Bancshares Incorporated","1373","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hbanp",
"HURC","Hurco Companies, Inc.","32.73","$214.84M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/hurc",
"HURN","Huron Consulting Group Inc.","55.43","$1.21B","2004","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/hurn",
"HTCH","Hutchinson Technology Incorporated","3.5","$118.66M","1985","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/htch",
"HCM","Hutchison China MediTech Limited","13","$1.47B","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/hcm",
"HBP","Huttig Building Products, Inc.","5","$125.4M","n/a","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/hbp",
"HDRA","Hydra Industries Acquisition Corp.","9.865","$98.65M","2014","Finance","Business Services","http://www.nasdaq.com/symbol/hdra",
"HDRAR","Hydra Industries Acquisition Corp.","0.26","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/hdrar",
"HDRAU","Hydra Industries Acquisition Corp.","10.16","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/hdrau",
"HDRAW","Hydra Industries Acquisition Corp.","0.25","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/hdraw",
"HYGS","Hydrogenics Corporation","8.75","$109.73M","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/hygs",
"IDSY","I.D. Systems, Inc.","5.1399","$71.18M","1999","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/idsy",
"IAC","IAC/InterActiveCorp","47.22","$3.77B","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/iac",
"IKGH","Iao Kun Group Holding Company Limited","1.13","$70.41M","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/ikgh",
"IBKC","IBERIABANK Corporation","57.83","$2.39B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ibkc",
"IBKCP","IBERIABANK Corporation","25.5","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ibkcp",
"ICAD","icad inc.","5.3","$84.23M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/icad",
"IEP","Icahn Enterprises L.P.","61.01","$8.02B","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/iep",
"ICFI","ICF International, Inc.","38.69","$733.68M","2006","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/icfi",
"ICLR","ICON plc","64.87","$3.57B","1998","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/iclr",
"ICON","Iconix Brand Group, Inc.","8.07","$393.23M","n/a","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/icon",
"ICUI","ICU Medical, Inc.","101.36","$1.63B","1992","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/icui",
"IPWR","Ideal Power Inc.","5.59","$53.43M","2013","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/ipwr",
"INVE","Identiv, Inc.","2.95","$31.7M","n/a","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/inve",
"IDRA","Idera Pharmaceuticals, Inc.","1.66","$201.32M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/idra",
"IDXX","IDEXX Laboratories, Inc.","85.15","$7.62B","1991","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/idxx",
"DSKY","iDreamSky Technology Limited","13.86","$627.92M","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/dsky",
"IROQ","IF Bancorp, Inc.","18.72","$75.14M","2011","Finance","Savings Institutions","http://www.nasdaq.com/symbol/iroq",
"IRG","Ignite Restaurant Group, Inc.","3.32","$86.92M","2012","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/irg",
"RXDX","Ignyta, Inc.","7.18","$232.19M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rxdx",
"IIVI","II-VI Incorporated","20.86","$1.28B","1987","Capital Goods","Electronic Components","http://www.nasdaq.com/symbol/iivi",
"KANG","iKang Healthcare Group, Inc.","21.32","$1.4B","2014","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/kang",
"IKNX","Ikonics Corporation","11.25","$22.71M","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/iknx",
"ILMN","Illumina, Inc.","133.65","$19.65B","2000","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/ilmn",
"ISNS","Image Sensing Systems, Inc.","2.36","$11.87M","1995","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/isns",
"IMMR","Immersion Corporation","7.18","$203.62M","1999","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/immr",
"ICCC","ImmuCell Corporation","6.55","$27.37M","1987","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/iccc",
"IMDZ","Immune Design Corp.","13.69","$275.9M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/imdz",
"IMNP          ","Immune Pharmaceuticals Inc.","0.375","$13.49M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/imnp",
"IMGN","ImmunoGen, Inc.","6.11","$531.94M","1989","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/imgn",
"IMMU","Immunomedics, Inc.","3.75","$355.28M","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/immu",
"IPXL","Impax Laboratories, Inc.","33.6","$2.44B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ipxl",
"IMMY","Imprimis Pharmaceuticals, Inc.","3.76","$49.28M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/immy",
"INCR","INC Research Holdings, Inc.","43.96","$2.37B","2014","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/incr",
"SAAS","inContact, Inc.","9.89","$614.05M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/saas",
"INCY","Incyte Corporation","72.09","$13.5B","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/incy",
"INDB","Independent Bank Corp.","46.71","$1.23B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/indb",
"IBCP","Independent Bank Corporation","14.9","$318.29M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ibcp",
"IBTX","Independent Bank Group, Inc","35.74","$659.8M","2013","Finance","Major Banks","http://www.nasdaq.com/symbol/ibtx",
"IDSA","Industrial Services of America, Inc.","2.522","$20.22M","n/a","Basic Industries","Miscellaneous","http://www.nasdaq.com/symbol/idsa",
"INFN","Infinera Corporation","11.52","$1.63B","2007","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/infn",
"INFI","Infinity Pharmaceuticals, Inc.","5.64","$278.28M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/infi",
"IPCC","Infinity Property and Casualty Corporation","80.74","$893.89M","2003","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ipcc",
"III","Information Services Group, Inc.","4.09","$152.54M","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/iii",
"IFON","InfoSonics Corp","0.915","$13.17M","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/ifon",
"IMKTA","Ingles Markets, Incorporated","36.56","$740.7M","1987","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/imkta",
"INWK","InnerWorkings, Inc.","8.12","$439.68M","2006","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/inwk",
"INNL","Innocoll Holdings","7.75","$188.62M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/innl",
"INOD","Innodata Inc.","2.1901","$55.73M","1993","Technology","EDP Services","http://www.nasdaq.com/symbol/inod",
"IPHS","Innophos Holdings, Inc.","38.41","$744.79M","2006","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/iphs",
"IOSP","Innospec Inc.","48","$1.15B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/iosp",
"ISSC","Innovative Solutions and Support, Inc.","2.76","$46.83M","2000","Technology","EDP Services","http://www.nasdaq.com/symbol/issc",
"INVA","Innoviva, Inc.","11.74","$1.34B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/inva",
"INGN","Inogen, Inc","48.94","$971.6M","2014","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/ingn",
"ITEK","Inotek Pharmaceuticals Corporation","10.45","$276.12M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/itek",
"INOV","Inovalon Holdings, Inc.","16.78","$2.55B","2015","Technology","EDP Services","http://www.nasdaq.com/symbol/inov",
"INO","Inovio Pharmaceuticals, Inc.","10.36","$748.24M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/ino",
"NSIT","Insight Enterprises, Inc.","23.44","$860.36M","1995","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/nsit",
"ISIG","Insignia Systems, Inc.","2.56","$29.72M","1991","Consumer Services","Advertising","http://www.nasdaq.com/symbol/isig",
"INSM","Insmed, Inc.","11.74","$726.21M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/insm",
"IIIN","Insteel Industries, Inc.","28.09","$527.71M","n/a","Capital Goods","Steel/Iron Ore","http://www.nasdaq.com/symbol/iiin",
"PODD","Insulet Corporation","29.5","$1.69B","2007","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/podd",
"INSY","Insys Therapeutics, Inc.","14.31","$1.02B","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/insy",
"NTEC","Intec Pharma Ltd.","3.33","$38.12M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ntec",
"IART","Integra LifeSciences Holdings Corporation","70.43","$2.62B","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/iart",
"IDTI","Integrated Device Technology, Inc.","20.73","$2.81B","1984","Technology","Semiconductors","http://www.nasdaq.com/symbol/idti",
"IESC","Integrated Electrical Services, Inc.","12.7","$272.57M","n/a","Capital Goods","Engineering & Construction","http://www.nasdaq.com/symbol/iesc",
"INTC","Intel Corporation","30.36","$143.42B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/intc",
"IQNT","Inteliquent, Inc.","16.2","$552.11M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/iqnt",
"IPCI","Intellipharmaceutics International Inc.","1.9099","$47.11M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ipci",
"IPAR","Inter Parfums, Inc.","30.71","$953.17M","n/a","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/ipar",
"IBKR","Interactive Brokers Group, Inc.","37.65","$15.32B","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/ibkr",
"ININ","Interactive Intelligence Group, Inc.","34.01","$749.3M","1999","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/inin",
"ICPT","Intercept Pharmaceuticals, Inc.","147.34","$3.62B","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/icpt",
"ICLD","InterCloud Systems, Inc","0.755","$19.62M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/icld",
"ICLDW","InterCloud Systems, Inc","0.38","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/icldw",
"IDCC","InterDigital, Inc.","56.11","$1.94B","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/idcc",
"TILE","Interface, Inc.","16.77","$1.1B","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/tile",
"LINK","Interlink Electronics, Inc.","8.25","$60.44M","n/a","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/link",
"IMI","Intermolecular, Inc.","2.47","$122.32M","2011","Technology","Semiconductors","http://www.nasdaq.com/symbol/imi",
"INAP","Internap Corporation","1.915","$107.04M","1999","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/inap",
"IBOC","International Bancshares Corporation","26","$1.71B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/iboc",
"ISCA","International Speedway Corporation","33.33","$1.55B","1996","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/isca",
"IGLD","Internet Gold Golden Lines Ltd.","13.86","$266.16M","1999","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/igld",
"IIJI","Internet Initiative Japan, Inc.","9.9152","$926.31M","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/iiji",
"IDXG","Interpace Diagnostics Group, Inc.","0.44","$7.99M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/idxg",
"XENT","Intersect ENT, Inc.","20.53","$578.47M","2014","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/xent",
"INTX","Intersections, Inc.","2.3701","$55.46M","2004","Technology","EDP Services","http://www.nasdaq.com/symbol/intx",
